1	 Silurkkuthu udambula innum padam yepti irukka pogutho .marana mass verithanam
1	 sama sama sama thala last dialogue nachunu eruku.lovely voice for Ajith.
2	 Just amazing thalaivaaaaaaaaaa  ARR sir u r that Best  ( BGM )
1	 neraya neraya neraya neraya neraya neraya what a voice semma.
1	 Marana waiting for ner konda paarvai fdfs ku
1	 Marana masss luv you Thala Yuvan magical BGM VERALEVEL 0.46 BGM theriiiii 1.44 Thala paarvai killer
1	 Evlo naal tha Diwali kku unga Vijay ae varuvaruu   Intha yr Diwali enga anne  #kaithi   Naaanga thaa
1	 Iruku Diwali Ku Tharamana Sambavam onnu iruku
1	 Pink trailer-14 Milion with 80k likes Nerkondaparvai-17 Milion views with 850k likes
0	 Bollywood ki Pink movie jaisi lag rhi h
2	 Kilavanukku Verum guest role. Lots of court dialogue scenes, ivanukku tamil tadumarrum. Distributors mulichu kitta seri
1	 Ennagada trailara release pannittiga.....ok thala good mve choose panni irukkaru
3	 Unbelievable trailer paatha 75 per cent people ku mela like panni Irukkaanga ... Dir . Lokesh sir
3	 anirudh fans hit like here
2	 Dai sombu thukki vm unaku than antha dialogue proud to be an beriyarist (theruncbu thanda thappa type panni irrukan)
1	 I think tapsee did better job
1	 Idhu thai pongal illa... pettayila nadakkum pongal.... indha pongalukku rajini kuda sweet sapuda poram...
3	 0:09 epadi mela vantha nu . Mela irukaravana pathu thana keka mudiyum ???
1	 Anirudh ji sirappana tharamana bgm ji🤙🤙🤙
1	 vikram anna mass theyrikuthu trailar vera level
4	 Pullingo.... gethi  ayya.... saami..... Bigiloda  pls   kaithiya vidatheenga ...🤣🤣🤣🤣🤣
1	 Sivaji kku birahu Pakka Rajini movie...All time blockbuster  aaha VAALTHUKKAL
4	 1m likes kooda oomba mudila   Fan base matter
2	 43k haters ungaluku ela tamilisai mathiri dha pondatti varuva
4	 Normal ah than iruku over ah laam illa expect panra aalavuku onum illa
1	 Lokesh kanagaraj screen play Vera level bro .....
1	 youtube ah hang ayidichi ithu thaanda thala yoda gethu
2	 Power rangers padam patha Madri iruke 🤔
1	 Kola kandla iruken movne kollama vidamaten super thalaiva
1	 Thala dialogue delivery vara level marana waiting NKP movie
3	 Ithu enga Pallathur la edutha padam
1	 Pongal Ku intha trailer mattumae pothum polayae. Kola mass Thalaivar
1	 Dialogues , BGM, Danush acting, Vetrimaran Padam <3
1	 Pink  but nerkonda paarvai 200
1	 Sivakarthikeyan fans ayittulla malayalikal like here
0	 അസധോമ സദ്ഗമയാ .thala adv.lal Krishna is loading..
1	 Pullingo likes bigil, men like kaidhi
4	 Thalaivar vantha vudane meluguvathi anaiyutu appo seeman out haaaaaaa
3	 Thalapathy kaaa... I am waiting
1	 Yaru lam valimai movie kku wait panringa
1	 oruthar mela viswasam katrathukkaga innoruthara asinga paduthaathinga ....&1:37 thala ultimate
1	 Talaiva super ... super ... super
1	 Vera vera level thala..  Yuvan is back..
1	 Vijay Sethupathi Fans Hit like
1	 Style mannan...... Wow.......super star........paakurom intha kalliyoda aatatha.....peta ....
1	 Next Diwaali 2020 Namma Thala Diwali Than Kola Waiting
1	 Fight scene sema masss ah irukum
1	 Padippu Mattum Eduthukudave Mudiyathu Sidhambaram....Slang and Dialogue...super
1	 final dance vj tv ennama ramar mathiriye iruku
1	 Indian best director  sankar baru superb......
1	 Visel parakada video like plees tamizan
1	 Haaaa...... Mass!!! Marana mass rasichu direct pani irukaru Karthi. Rajini so smart and stylish.
1	 Maranam massu maranam adhuku avar dhan porandhu varanum...
2	 Dis like pottha potta pasangala nigala nallave irukka mathynga by thalabathi veriyan
4	 Vaanga da vaanga da vaaanga da thaalaaaa
2	 Kaithi na likes podunga   Bigil na dislike pannuga
1	 Omg! THALA 🥰 Last dialogue 'oruthanga mela viswasam katrathuku,  inoruthara ethuku asinga paduthiringa'. Simply H. Vinoth writings
1	 Oruthar mela nenga #Viswasam Katurathuku innoruthara Ae Asinga PADUTHURIGA....   Thala nega vera level 🤙🤙🤙
1	 Petta thalaiwar maassss   Simran mam sema alagu  My darling chlm 3sha sema cute   Petta sema trailer
1	 Valimai views and like will be ....
1	 Next cm rajini the boss serrupu addi to amaikari Simon puluman
1	 Night kulla 10 million views 800k likes thandumnu solravanga like podunga
2	 Looks like a video game.. Very funny
4	 Oruthar mella viswasam katrathukaga inoruthangala yen asinga paduthuringa
1	 Movie paathutu trailer paaka vanthavanga like podunga
1	 Colour tone semmaya iruku,cinematography vera level..
0	 Full Movie dalo handi my yr
1	 Vjs entry 1:37 Vera level uh
1	 best under 7000 rupees mobile
1	 Oruthar meethu visuvasam katurathuku.. inoruthara asinga paduthuringaleeeeee... Thala mass dialogue...
2	 Vaanga thambi #Vivasayam padam ah vanthu token onnu pottukonga  Innum evlo Peru da padathula mattum vivasayatha kapathuvinga
2	 Kaithi padam pathutu vandhu  Trailer paka vandhathu yaaru?
1	 Ippam enna panna porom???  Sweet sappida porom...
3	 Ticket rate kami pannugapa.. theater le pakuno anttu Aasya erukko.
1	 GVP killedd the bgmmwathaaa kolaaa masss bgmmm
1	 Padam Partha piragu Niraya Per like Poduvanga  Pola .
1	 Thalapathi fan.But dislike panna manasu varala
1	 Nice trailer 🤜Sk.fans.like u .r super hero.. trailer
2	 Thala vs Sungaraj sundey fighting I'm waiting
2	 Next year national award   Competition   DHANUSH ( asuran) Karthi( kaithi) @rya (makamuni)
1	 Superb nai super star rajini sir
1	 Kola Kaandu... Thalaiva waiting Thalaiva ..........
1	 2.0 le 10 minutes Thalaivar style kaatti padatheya kaapathittaar, intha padam fulla stylum mannerism na padam Thiruvizha thaan
4	 Age aagala thalaivaa theatrela meet panvomAaaah...dishium....Viswasam....
1	 sethu than mass da vera yarum illa da... Vijay sethupathi da.....
1	 Ajith Sir.....neenka viswasama vanth NERKONDA PARVEY Asathiteenka sama mass class
1	 Sema sema sema sema sema  super THALA.
1	 Neenga viswasam ah irukkurathukku mathavangala yan asinga paduthuringa....#Thala...Vera level.....
3	 THALAIVAR  RAJANIKANTH SUPER STAR   FANS HIT like
4	 Innoru nadigar mela visuvasatha kaata THALALAIYA  ennda dislike panni asingapaduthuringa #THALADAWW
0	 Amitabh ji Amitabh hai.... Baki sab chini kam
1	 Naladhan eruku...ada nala eruku yah... Let's hope the same in theaters
1	 Bigil ku opp a tharamana Padam
1	 Evvalavu periyaa aala aanalum indha madiri character roll ungala than mudiyum thala
1	 Iam Vijay fan but ragini kalakaporaru
3	 KARTHIC acting super LOGESH KANAGARAJ direction nice KAITHI movie KARTHIC dialogues veraleval  Total full movie marana mass
2	 Sema...last dialogue awesome....sanda pottu edukku saaganum...neenga daa diwali hit tu..
1	 Enna alagu thalaiver mass super  star rajini
4	 Summa athiruthulla... thalaivar semma mass... Reloaded 2.0 ha..ha..haaaaaaaa...
1	 Love uuu superstar... Jzt killed it..
1	 KBalachandhar  Mahendhran  Sp muthuraman  P.Vasu  Suresh Krishna  Ks ravikumar  Shankar  Karthik subbaraj
2	 Kathi movie song tune pole ond
1	 Innum 51K views irukku.... Oru view pathuttu oru comment... Innaikku ni8 kulla 10M views and 100K Comments... Therikka vidrom
1	 Who is getting goosebumps like a #Vadachennai #Asuran #kolaMasu
1	 Navaj and rajni sir suprhit h boss
4	 Tamil 300 k nd hindi only 100 k 🤔🤔
1	 Trailer likes romba kammiya irku... Thala fans ena panranga
1	 You like this trailer hit a like
1	 kk na kena koo koo** kedigala koondoda pudikravaru nu sola vanthan...
1	 Namma kitta guard irundha eduthupunga , kaasu irundha pudigipanga,paddipu mattum vanga mudiyadhu dhanush dialog
1	 Thala  sema....  Trailer ethana thadava pathalum semaya iruku... OMG...padam epo varapoguthu... eager ha wait pandra....
1	 Thala fans   thala mela viswasam kadanamun Thalapathy yen asingapaduthiriga
1	 Thala ya Thani eduthutu vandhu irundha ......
1	 Dhanush Anna what a Screen presence! Paaaaaaaaaaaaah! Sure Blockbuster #Asuran
1	 Talivaru Sama Sama Sama masss paaaa
3	 Sk Fan from Andhra pradesh hit like
3	 Thalapathy 64 kuu wait panravingaa like  podungaa
4	 kailasa nattuku poganumnu nenaikuravaga like pannuga :) :) :)
2	 Ellam avan seyal movie madri iruku
1	 nkp Vetri pera thalapathy rasiganin valthukal
4	 Fake likes&vivews iruntha trending no1 varaathu saaho teaser innum trending la varathathuku athan kaaranam
1	 Enna thalaivar acting la thookala erukku ,tharaman sambavam irukku pola pongalku
1	 200K Likes Needed for 1M Likes
1	 Thalaaaaaa I love you SK SIVAKARTHIKEYAN Anna fans
1	 Semma mass Vera level Danush Anna
1	 467k views 428k likes   Power of THALA Ajith
1	 2018 vada chennai 2019 asuran 2020 vada chennai2 2021vada chennai3 salute to best combo of tamil cinema
1	 Innum neraya,neraya neraya,neraya neraya edir paakuroam ......ppphaaa terrific trailer... thala nee vaaa thala
2	 Vijay Sethupathi Ku Motta rajendran voice kudunga paaa....
1	 Andha 1:55 min la varra dialogue uhh dislike pandra anils kku correctahh porundhudhu
1	 Rajani super star na super Da style super
1	 Nerkonda paarvai world wide release August 8 get ready thala bloods
1	 It seems like that Nerknoda paarvai would be better than Pink....THALA
3	 Hindi movie a sarukhan nadicha padam apidiyea erukku
1	 Thalaiva superb.. super star   rocks...
4	 Kaithi ye ipdi na... Thalabathi 64
4	 thuuuuuuuu enda ithuthana 450crs vfx movie.....pesama antha budgeta rajamouliku koduthiruntha innum better a massa edthiruparu
1	 Nawaz is going a long way..
1	 Thalapathy 64 trailerku wait panuravanka like ah podunka
1	 600K likes wow.. Next target 700k likes..
1	 yarellam continues ah trailer eh paakuringa
1	 You kena tunggu lebih lama lagi untuk tahu saya ...chiyaan vikram speak malay  ...Any Malaysian here??
3	 Makkal Selvan fans our like podungo
1	 Pahhhhhhhhhh      sema mass
4	 Aasuran based on novel named vekkai by poomani.
1	 Padam release agumvarai Trailer ah pathu veri ethuvom
3	 smiran fans like podunga semma azhaga irukanga 15 yrs back pona mathiri
1	 Thala the mass...dislike panna anil kunjis
2	 Trailer mairu madiri iruku.kandipa flop tha
1	 wowwww thala vera Laval  thala daiiiiiiiiu massssssss
1	 Bigil vfx ku ithu parvala, nice kathi team....
3	 Vijay Sethupathi Fan from Telangana
1	 Semma ungal  ulaippu vetripera vaalthukal...
2	 Kis Kis ko vfx bekar lage like thoko
1	 The perfect movie for independent womensthalaaaa
1	 Batman+24 movie+krish = HERO......sonthama yosingada dei
1	 Thank you vinoth sema sema mokka
4	 Rajini u r finished.... after visvasam trailer
4	 thayavu senji antha shratha srinath voice ah mathunga da..antha dialogue ku intha voice set eh agala..mathapadi ellam super
3	 Any Telugu vikram fans here fm            AP/telangana??
1	 Thank you vijay sethupathi....for acted at syraaaaaaaaaa......
1	 Entha Getup potaalum Suite Aagaruth Un orutharukku Mattum thaan Ya. Nee Nadigan Da .
0	 2019 mai Sirf Modi PM banege Desh ko external Invasion sai bachaana hai Dosto and Jai Hindutv
1	 Thirubi vannenu sollada   rejinidaaaaaaa
1	 Pinnadi...man of steel bgm oduthu...  keta payan yuvan
1	 Thala Vera levellll massssss spectacular semma actingg
1	 Wow wow wow  thala daaaaaaaaaaa
1	 Semma semma semma  Vaazhthukkal Dhanush from #ThalapathyFan
1	 Thala ah class ah pakka evlo perukku pidichurukku
2	 Petta paraak.rajin sir is still young
3	 Ja bara ukil babu ekhane action korchhen dekhi🤔
1	 Ajith + U1 combo ultimate (star) combo
3	 Kaithi -  like  Kaidhi- comment
1	 yarellam padatha pathutu vandu trailer pakuravanga  like podunga
1	 thala mass + yuvan sankar Raja music
4	 thalaiva innoru tharava pa. Ranjith oda padam pannathinga... Ithallavaa namma thalaivar
1	 Inthamaari neraya neraiya neraya...goosebumps movement  Thala on fire
1	 1:46 - 1:47, padam paathavangaluku mattum thaan theiryum evlo goosebumps aana scene athu nu! Tharamaana padam
4	 Thalaiya intha mathiri paathu romba nall achi movie thala fans ku sema treat ah irukum
1	 Movie 2nd time pathen semya iruku kalakitinga, karthi, lokesh, sam CS verithanam
1	 Yaru viswasam teaser ku marana waiting like  pannunga
2	 #Yuvan bgm sothapal set agala at last seen
1	 Padam mass uh iruka poguthu...tha... Vera level da...thalaivar
1	 Telugu Rajini sir fans yevverina unnaraa........
1	 ѕєmα thαlαívααααα í lσvє чσu ѕírαpαnα.....thαrαmαnα.... pαdαm.....pσngαl .....fєѕtívαl ......
1	 Apppapa mudiala pa... extended teaser ...Shankar big flop
4	 Heroine look aishwarya rajesh maari illa
1	 Gv Praksha  music semaa pa
1	 Enada posukunu Virginia ilaya nu ketuta?
1	 Prabash kidha kuda nerunga mudila
2	 Rajnikanth Sir lovers  ?
1	 Ennada vfx idhu ivlo selavu panniyum cartoon madri irukku
1	 Vera level marana mass trailer.vikram sir kola mass kaatiteenga.
1	 Kanna Ithu Anbu Samrajyam, Rajini Samrajiyam- Rajnified- Ultimate.
1	 Innaiku trailer paakuravanga mattum like podunga
1	 1:34 Enna ma magic katraru pahhhh Vera level masssssssuuu
1	 king of kollywood Thala Thala Thala.
1	 Solama kolama ipidi thideer treat aaa....wow
1	 Night kulla 740 k likes reach aagumnu solravanga comment pannunga thala rathangale
1	 0:47 0:45    azhaguu    Anyone missed mass maranam song like me ?
1	 Last Dialogue : Oruthan mela viswasam kaatradhukku inorthavanai yen asingam padithirenga :) :)
2	 Ooyar jaadhi en  sunny ku samam
1	 Ada de Namma muttu muttu teejey Maari therithu
2	 Anil Kunjunga Romba romba romba paaaaaaaaaaaavam Wooooooooooooo
1	 Marana mass thala last dialogue vera level
1	 I am waiting by Thalapathi fan
2	 suri eppadiyo kashta pattu oru mokka comedy pannitaaru
1	 Paaka thaana poren intha kaaliyoda aatathe-die hard rajni fan from Kerala
1	 Reminds me hellboy vit cigar.... Masss @ chiyan vikram
4	 Unique one logesh kanagraj never disappoints  simple ah sollanumna raaav ah iruku
2	 SK Anna universal mass hero Da
1	 Enna pa mugamoodi part 2 va
4	 unga mela kolakovam varanum aana ungala enakku pudichi irukku sir
1	 Kandipa intha pongal ku sweet sapida porom
1	 ayyo epaappaa varum jan 10. trailare ippadiyaa... naangalum kolai kaandula irukkom. naalaikke jan 10 varakkodaathaa.....
1	 01:29 it's a true line  Arjun na arjun thaaya
1	 Thala da always ur fan thala🤗
1	 Innum neraiya neraiya neraiya.... Semma
1	 Va thala va thala Vera mathiri iruku epadi Vera mathiri
1	 TAMILNADU LA , INDIA LA , WORLDWIDE LEVEL BLOCKBUSTER HIT   . . Yaarelam AGREE PANDRINGA
4	 Hope our tamil.movies must b vera leval
1	 Enaku ennamo next paruthi veeran mari irukumnu thonuthu. # I'm waiting for kaithi
4	 Remake of Bollywood movie  #PINK
1	 1:40 sec Intha scene kagavey movie ku polamnu soldravanga podra likes eh
1	 A r Rahman fans like here
2	 Enakkennamo diwali race la idhu dhaan. Win aagumnu thonudhu.
2	 Yov yaaru ya athu kadaisila Duplicate rajini aaduthu..Kizhatu kosu thollai Thanga mudiyala..
4	 dislike  pannavan  poora   anil  fans   pola
1	 All the best Anna... movie maperum vetri adaya valthukkal
1	 Asuran trailer mass  dhanush Anna super dhanush fan naa like podunga. Please
2	 Viswasam teaser ku wait' panravaga like thatividuga
1	 Thala ajith nerkondaparvai just 7 days
3	 Vijay sethupathi fans hit a like
1	 But in Youtubela trending agala  Atha ennaku kastama iruku
1	 1.5M likes varumna like pannuga
1	 Thala naa Mass  Thala naa Class  Thala naa eppavume vera level
1	 Marana mass waiting thalaivaa ...  pakka dialogue, semma trailer...
1	 1:20 yaaru pa indha paiyan paaka muttu muttu song la vara paiyan tee jay maari irukan?
2	 Thalai ku thalai poora Neraiya Neraiya Neraiya romdha Neraiya neracha mudi irruku
1	 Vetrimaran Sir padam.  Nambi polam... Padam hit.... By thala fans
1	 ithu tamil nadu illa ithu enga thala nadu
2	 Ivana pottu nalla music aa keduthutinga da
1	 Engada petta theme trailer la varum nu aarvama irundha onnayum kanum
1	 Indha Rajni ah pakka dhan kola waiting...
1	 Oruthanoda sindhanai kaaga avana alikuradhu pudhu vishayam illa, SOCRATES ah sagadichadhuku kaaranamey adhan.
4	 Onnum soltrathukku illa .... Thala Vera levalmass performance
3	 Na vijay anna fan . Rend film blockbusters  venum
4	 Thala Acting Ku Neraya scope irukkumpola Ellorukum pidikum
4	 Dai.. Like pannadhavan mele kola gaand le iruke apdiye vodipoyiru..
4	 @reddy ajithku antha kilattu paiyala vida 25 vayusu kammithan
1	 Hero will be a blockbuster for sk anna
1	 Thala parvai... Eppothum Nerkonda parvai...
1	 enn uyir oolla varai thala nee thaan en kadavul
1	 Intha padatha pathuttu thala thalapathy trailer/movie pakkumbothu mokkaya iruku
1	 Intha budgetku oru tharamana animated film eduthurukalam
1	 Only petta fan like...... Petta parak
4	 Sirappana tharamaana sambavangala இனிமேல் தான் பாக்கல porom
1	 Samuthaithil oru mukkiyamana padam...Vera level Thala Ajith sir
2	 Yennappaa yeppa paathaalum ore maathiriyaa a padam yeduthu wekiringa
4	 Padam oodumma ? Illa mugamodi Mari aagirumma?
1	 Sire kolaaaaa maasu!!!!!!!! Thala vera level acting!!!!!!
4	 Shakthiman yenna kappathu nu naraiya per epdi Pani irupinga 90's kids
1	 Oruthar mela neenga viswasam katturathunala innoruthara yen asinga paduthuringa
4	 10K Anti-rajinism  against 155K rajinism :)
1	 THALA fans faster 1m likes varanum 4 days achi wat happen
1	 Thalaivar ennaikume vera levell tha... thalaivaaa ......
3	 Any vjs fans like here  Sk fans comment
1	 Boys nalla oru action pack maattiyirikku. Full enjoyment dha.
4	 All de best from AlluArjun fans superb trailer shankar sir
3	 SK Anna Fans Hit like
1	 i love you thalaivaaaaaaaa welcome to #2.0
1	 Clm kutty with Arjun sir.. Marana waiting
1	 Ithu kandu happy aayath vijay annante piller aaanu
2	 Karthi Suriyava vida nalla nadiganu solravanga like podunga
1	 Same to bro  fast a kathkkuvoo
1	 rajini vera level vjs neenga ella nalla vazhanum
1	 Thalaivar mass ...Sema mass...Super movie iruka poguthu...Waiting thalaiva....
1	 super rajini sir always rocks....it is bit like pawan kalyans panjaa
4	 THALA  + U1 masss combo.
1	 48k dislike ungaluku thanda Thala last dialogue vachirukaru *tha
1	 one name... Vetri Maaran  all kerala vetrimaaran fans like here...
4	 anils oda katharal sattham athigama irukay
1	 Fight scene la thala standing semaaaaaaa.
1	 ithu tamil nadu ella ithu enga thala nadu daa Thala pola varuma
1	 Adgappa batman ka saval viduvaa pola
1	 அடேங்கப்பா THALA speech ketukitte erukkanum pola erukku
3	 Thalaiva vere leval  Kerala fans
2	 Paraiyanaaagaa piranthathil perumai kolkirann . Enga ananaa Jai kka Evan daa irukkan
1	 ̷̿̿ I am waiting SK  Anna...
1	 Thala ajith in Ner konda  parvai  August 10 th I am    marana waiting
1	 Dhanush endha level kum poi act panu varu..........
4	 thala new getup vera lvl nu feel panrava like podunga
1	 Dislike pota pasanga ellam, vayir yerinja pasanga Pola!!??
4	 Petta Paraaakk...Thalaivareyyy Maranammm....U R Officially Return Now
2	 Sirapana tharamana sambavam Iruku Ponugaluku.. Thalaivaaaaaa Mazzzz da.. vjs acting Pakka
1	 Un azhagil yen idhayam dhan yenaiye marandhu marandhu konjidavum menjidavum...  Yenku Indha song cross aagudhu...
2	 Thalapathy  Veriyan  is waiting this Diwali #BigilVSkaithi
2	 Maranam mass uh maranam... Athuku avar tha poranthu varanum..
1	 Full length mass entertainer movie  pakka mass hit
1	 Wow Vikram spoke Malay word “You kena tunggu lebih lama lagi,until tahu saya”. Wowww
4	 Bigil trailer ku wait pandravanga hit like podunga
3	 Sivakarthikeyan endha movie la umaii pola oru scene kuda vai therandhu peasala
0	 Style ka baap NAMMA RANJNI SIR
1	 Vishvasam padam edutha vishvasam Enna nu theriyadha  Rendu perukum vishvasam ma irukanum na sombuthanda adikkanum
1	 Look like a arjun suravaram and krish
